# START: TDC 0
# STOP: TDC 1
# 1st stop option: Off
# From: -30000000000 ps
# To: 30000000000 ps
# START counts: 8232
# STOP counts: 9324
# Time intervals: 18640
# Elapsed time: 30.1 s
# Offset: 0 ps
# 
# Time [ps]	Counts	PDF [1/ps]
-30000000000	0	0
-29400000000	0	0
-28800000000	1	8.94134e-14
-28200000000	0	0
-27600000000	0	0
-27000000000	0	0
-26400000000	0	0
-25800000000	0	0
-25200000000	0	0
-24600000000	1	8.94134e-14
-24000000000	0	0
-23400000000	1	8.94134e-14
-22800000000	3	2.6824e-13
-22200000000	2	1.78827e-13
-21600000000	4	3.57654e-13
-21000000000	3	2.6824e-13
-20400000000	6	5.36481e-13
-19800000000	6	5.36481e-13
-19200000000	4	3.57654e-13
-18600000000	9	8.04721e-13
-18000000000	12	1.07296e-12
-17400000000	8	7.15308e-13
-16800000000	9	8.04721e-13
-16200000000	18	1.60944e-12
-15600000000	17	1.52003e-12
-15000000000	19	1.69886e-12
-14400000000	27	2.41416e-12
-13800000000	38	3.39771e-12
-13200000000	34	3.04006e-12
-12600000000	50	4.47067e-12
-12000000000	49	4.38126e-12
-11400000000	72	6.43777e-12
-10800000000	62	5.54363e-12
-10200000000	91	8.13662e-12
-9600000000	111	9.92489e-12
-9000000000	153	1.36803e-11
-8400000000	166	1.48426e-11
-7800000000	197	1.76144e-11
-7200000000	211	1.88662e-11
-6600000000	254	2.2711e-11
-6000000000	323	2.88805e-11
-5400000000	371	3.31724e-11
-4800000000	453	4.05043e-11
-4200000000	499	4.46173e-11
-3600000000	616	5.50787e-11
-3000000000	736	6.58083e-11
-2400000000	880	7.86838e-11
-1800000000	1040	9.299e-11
-1200000000	1243	1.11141e-10
-600000000	1519	1.35819e-10
0	1491	1.33315e-10
600000000	1147	1.02557e-10
1200000000	1002	8.95923e-11
1800000000	926	8.27969e-11
2400000000	720	6.43777e-11
3000000000	594	5.31116e-11
3600000000	476	4.25608e-11
4200000000	462	4.1309e-11
4800000000	374	3.34406e-11
5400000000	361	3.22783e-11
6000000000	286	2.55722e-11
6600000000	229	2.04757e-11
7200000000	179	1.6005e-11
7800000000	165	1.47532e-11
8400000000	140	1.25179e-11
9000000000	121	1.0819e-11
9600000000	106	9.47783e-12
10200000000	92	8.22604e-12
10800000000	74	6.6166e-12
11400000000	62	5.54363e-12
12000000000	53	4.73891e-12
12600000000	34	3.04006e-12
13200000000	37	3.3083e-12
13800000000	37	3.3083e-12
14400000000	27	2.41416e-12
15000000000	21	1.87768e-12
15600000000	15	1.3412e-12
16200000000	17	1.52003e-12
16800000000	17	1.52003e-12
17400000000	5	4.47067e-13
18000000000	5	4.47067e-13
18600000000	9	8.04721e-13
19200000000	12	1.07296e-12
19800000000	2	1.78827e-13
20400000000	5	4.47067e-13
21000000000	2	1.78827e-13
21600000000	0	0
22200000000	4	3.57654e-13
22800000000	4	3.57654e-13
23400000000	1	8.94134e-14
24000000000	4	3.57654e-13
24600000000	1	8.94134e-14
25200000000	1	8.94134e-14
25800000000	0	0
26400000000	0	0
27000000000	1	8.94134e-14
27600000000	1	8.94134e-14
28200000000	0	0
28800000000	0	0
29400000000	0	0
