# START: TDC 0
# STOP: TDC 1
# 1st stop option: Off
# From: -30000000000 ps
# To: 30000000000 ps
# START counts: 9202
# STOP counts: 8991
# Time intervals: 17968
# Elapsed time: 30.1 s
# Offset: 0 ps
# 
# Time [ps]	Counts	PDF [1/ps]
-30000000000	0	0
-29400000000	0	0
-28800000000	0	0
-28200000000	0	0
-27600000000	0	0
-27000000000	1	9.27575e-14
-26400000000	0	0
-25800000000	1	9.27575e-14
-25200000000	1	9.27575e-14
-24600000000	0	0
-24000000000	0	0
-23400000000	0	0
-22800000000	1	9.27575e-14
-22200000000	1	9.27575e-14
-21600000000	1	9.27575e-14
-21000000000	2	1.85515e-13
-20400000000	6	5.56545e-13
-19800000000	4	3.7103e-13
-19200000000	7	6.49302e-13
-18600000000	5	4.63787e-13
-18000000000	9	8.34817e-13
-17400000000	14	1.2986e-12
-16800000000	10	9.27575e-13
-16200000000	13	1.20585e-12
-15600000000	16	1.48412e-12
-15000000000	19	1.76239e-12
-14400000000	20	1.85515e-12
-13800000000	27	2.50445e-12
-13200000000	34	3.15375e-12
-12600000000	44	4.08133e-12
-12000000000	44	4.08133e-12
-11400000000	48	4.45236e-12
-10800000000	79	7.32784e-12
-10200000000	72	6.67854e-12
-9600000000	103	9.55402e-12
-9000000000	122	1.13164e-11
-8400000000	120	1.11309e-11
-7800000000	151	1.40064e-11
-7200000000	192	1.78094e-11
-6600000000	230	2.13342e-11
-6000000000	257	2.38387e-11
-5400000000	323	2.99607e-11
-4800000000	408	3.78451e-11
-4200000000	515	4.77701e-11
-3600000000	588	5.45414e-11
-3000000000	673	6.24258e-11
-2400000000	885	8.20904e-11
-1800000000	1043	9.67461e-11
-1200000000	1286	1.19286e-10
-600000000	1610	1.4934e-10
0	1582	1.46742e-10
600000000	1265	1.17338e-10
1200000000	1031	9.5633e-11
1800000000	893	8.28324e-11
2400000000	743	6.89188e-11
3000000000	588	5.45414e-11
3600000000	456	4.22974e-11
4200000000	401	3.71958e-11
4800000000	342	3.17231e-11
5400000000	291	2.69924e-11
6000000000	225	2.08704e-11
6600000000	205	1.90153e-11
7200000000	166	1.53977e-11
7800000000	140	1.2986e-11
8400000000	116	1.07599e-11
9000000000	108	1.00178e-11
9600000000	64	5.93648e-12
10200000000	63	5.84372e-12
10800000000	57	5.28718e-12
11400000000	43	3.98857e-12
12000000000	32	2.96824e-12
12600000000	38	3.52478e-12
13200000000	25	2.31894e-12
13800000000	14	1.2986e-12
14400000000	20	1.85515e-12
15000000000	11	1.02033e-12
15600000000	9	8.34817e-13
16200000000	7	6.49302e-13
16800000000	6	5.56545e-13
17400000000	10	9.27575e-13
18000000000	8	7.4206e-13
18600000000	5	4.63787e-13
19200000000	6	5.56545e-13
19800000000	0	0
20400000000	1	9.27575e-14
21000000000	1	9.27575e-14
21600000000	0	0
22200000000	2	1.85515e-13
22800000000	4	3.7103e-13
23400000000	3	2.78272e-13
24000000000	1	9.27575e-14
24600000000	1	9.27575e-14
25200000000	0	0
25800000000	0	0
26400000000	0	0
27000000000	0	0
27600000000	0	0
28200000000	0	0
28800000000	0	0
29400000000	0	0
