Time(s),CH4V
-1.210000e-03,1.653333e-02
-1.200000e-03,-6.933333e-03
-1.190000e-03,2.400000e-03
-1.180000e-03,-2.533333e-02
-1.170000e-03,-2.133333e-03
-1.160000e-03,-2.533333e-02
-1.150000e-03,2.400000e-03
-1.140000e-03,-3.013333e-02
-1.130000e-03,-2.533333e-02
-1.120000e-03,-2.133333e-03
-1.110000e-03,-2.133333e-03
-1.100000e-03,-6.933333e-03
-1.090000e-03,1.173333e-02
-1.080000e-03,-2.533333e-02
-1.070000e-03,-6.933333e-03
-1.060000e-03,-1.600000e-02
-1.050000e-03,2.400000e-03
-1.040000e-03,-6.933333e-03
-1.030000e-03,7.200000e-03
-1.020000e-03,1.173333e-02
-1.010000e-03,-6.933333e-03
-1.000000e-03,-6.933333e-03
-9.900000e-04,-2.133333e-03
-9.800000e-04,-1.600000e-02
-9.700000e-04,-2.533333e-02
-9.600000e-04,-2.133333e-03
-9.500000e-04,7.200000e-03
-9.400000e-04,-2.133333e-03
-9.300000e-04,7.200000e-03
-9.200000e-04,7.200000e-03
-9.100000e-04,2.400000e-03
-9.000000e-04,-2.533333e-02
-8.900000e-04,-6.933333e-03
-8.800000e-04,1.653333e-02
-8.700000e-04,-2.080000e-02
-8.600000e-04,-2.133333e-03
-8.500000e-04,-2.133333e-03
-8.400000e-04,2.400000e-03
-8.300000e-04,-2.533333e-02
-8.200000e-04,-3.013333e-02
-8.100000e-04,-2.080000e-02
-8.000000e-04,7.200000e-03
-7.900000e-04,-2.133333e-03
-7.800000e-04,2.400000e-03
-7.700000e-04,2.400000e-03
-7.600000e-04,-1.600000e-02
-7.500000e-04,-1.146667e-02
-7.400000e-04,1.653333e-02
-7.300000e-04,-1.600000e-02
-7.200000e-04,1.653333e-02
-7.100000e-04,-2.133333e-03
-7.000000e-04,1.653333e-02
-6.900000e-04,7.200000e-03
-6.800000e-04,-2.080000e-02
-6.700000e-04,1.173333e-02
-6.600000e-04,-1.146667e-02
-6.500000e-04,1.173333e-02
-6.400000e-04,-2.080000e-02
-6.300000e-04,-2.133333e-03
-6.200000e-04,-1.600000e-02
-6.100000e-04,-6.933333e-03
-6.000000e-04,-6.933333e-03
-5.900000e-04,-4.853334e-02
-5.800000e-04,-2.133333e-03
-5.700000e-04,-1.600000e-02
-5.600000e-04,-2.133333e-03
-5.500000e-04,-6.933333e-03
-5.400000e-04,-1.600000e-02
-5.300000e-04,2.560000e-02
-5.200000e-04,7.200000e-03
-5.100000e-04,-1.600000e-02
-5.000000e-04,-2.533333e-02
-4.900000e-04,-2.133333e-03
-4.800000e-04,-1.600000e-02
-4.700000e-04,7.200000e-03
-4.600000e-04,-2.133333e-03
-4.500000e-04,-3.013333e-02
-4.400000e-04,-2.533333e-02
-4.300000e-04,-2.133333e-03
-4.200000e-04,7.200000e-03
-4.100000e-04,-2.133333e-03
-4.000000e-04,1.653333e-02
-3.900000e-04,-2.133333e-03
-3.800000e-04,-2.533333e-02
-3.700000e-04,-1.600000e-02
-3.600000e-04,-3.013333e-02
-3.500000e-04,-1.600000e-02
-3.400000e-04,1.653333e-02
-3.300000e-04,7.200000e-03
-3.200000e-04,-1.600000e-02
-3.100000e-04,7.200000e-03
-3.000000e-04,-1.600000e-02
-2.900000e-04,-2.133333e-03
-2.800000e-04,-6.933333e-03
-2.700000e-04,-2.533333e-02
-2.600000e-04,-1.600000e-02
-2.500000e-04,7.200000e-03
-2.400000e-04,1.653333e-02
-2.300000e-04,-3.013333e-02
-2.200000e-04,2.106667e-02
-2.100000e-04,-1.146667e-02
-2.000000e-04,7.200000e-03
-1.900000e-04,-1.600000e-02
-1.800000e-04,-1.600000e-02
-1.700000e-04,-3.013333e-02
-1.600000e-04,-6.933333e-03
-1.500000e-04,-6.933333e-03
-1.400000e-04,-6.933333e-03
-1.300000e-04,1.173333e-02
-1.200000e-04,-6.933333e-03
-1.100000e-04,7.200000e-03
-1.000000e-04,-6.933333e-03
-9.000000e-05,-1.600000e-02
-8.000000e-05,-2.133333e-03
-7.000000e-05,-2.133333e-03
-6.000000e-05,-2.133333e-03
-5.000000e-05,2.400000e-03
-4.000000e-05,-2.080000e-02
-3.000000e-05,2.400000e-03
-2.000000e-05,-1.146667e-02
-1.000000e-05,-6.933333e-03
2.574980e-18,-6.933333e-03
1.000000e-05,-2.133333e-03
2.000000e-05,-1.600000e-02
3.000000e-05,-6.933333e-03
4.000000e-05,9.284801e+00
5.000000e-05,9.582133e+00
6.000000e-05,9.614667e+00
7.000000e-05,9.656533e+00
8.000000e-05,8.378933e+00
9.000000e-05,6.989867e+00
1.000000e-04,6.028000e+00
1.100000e-04,5.275467e+00
1.200000e-04,4.648267e+00
1.300000e-04,4.193067e+00
1.400000e-04,3.751733e+00
1.500000e-04,3.440267e+00
1.600000e-04,3.170933e+00
1.700000e-04,2.943200e+00
1.800000e-04,2.771467e+00
1.900000e-04,2.590133e+00
2.000000e-04,2.427733e+00
2.100000e-04,2.302133e+00
2.200000e-04,2.176800e+00
2.300000e-04,2.083733e+00
2.400000e-04,2.004800e+00
2.500000e-04,1.907200e+00
2.600000e-04,1.846933e+00
2.700000e-04,1.735467e+00
2.800000e-04,1.670400e+00
2.900000e-04,1.605333e+00
3.000000e-04,1.577333e+00
3.100000e-04,1.521600e+00
3.200000e-04,1.452000e+00
3.300000e-04,1.382400e+00
3.400000e-04,1.317333e+00
3.500000e-04,1.238400e+00
3.600000e-04,1.201067e+00
3.700000e-04,1.145333e+00
3.800000e-04,1.131467e+00
3.900000e-04,1.070933e+00
4.000000e-04,1.052533e+00
4.100000e-04,9.968000e-01
4.200000e-04,9.456000e-01
4.300000e-04,9.456000e-01
4.400000e-04,8.712000e-01
4.500000e-04,8.341333e-01
4.600000e-04,7.922667e-01
4.700000e-04,7.736000e-01
4.800000e-04,7.320000e-01
4.900000e-04,6.853333e-01
5.000000e-04,6.064000e-01
5.100000e-04,5.970667e-01
5.200000e-04,5.506667e-01
5.300000e-04,5.506667e-01
5.400000e-04,4.904000e-01
5.500000e-04,4.904000e-01
5.600000e-04,4.530667e-01
5.700000e-04,4.669333e-01
5.800000e-04,4.346667e-01
5.900000e-04,4.112000e-01
6.000000e-04,4.021333e-01
6.100000e-04,3.602667e-01
6.200000e-04,3.416000e-01
6.300000e-04,3.277333e-01
6.400000e-04,3.045333e-01
6.500000e-04,3.090667e-01
6.600000e-04,3.045333e-01
6.700000e-04,2.952000e-01
6.800000e-04,2.813333e-01
6.900000e-04,2.533333e-01
7.000000e-04,2.346667e-01
7.100000e-04,2.162667e-01
7.200000e-04,2.069333e-01
7.300000e-04,1.882667e-01
7.400000e-04,1.882667e-01
7.500000e-04,1.696000e-01
7.600000e-04,1.557333e-01
7.700000e-04,1.837333e-01
7.800000e-04,1.464000e-01
7.900000e-04,1.325333e-01
8.000000e-04,1.512000e-01
8.100000e-04,1.186667e-01
8.200000e-04,1.138667e-01
8.300000e-04,8.613333e-02
8.400000e-04,9.546667e-02
8.500000e-04,1.138667e-01
8.600000e-04,1.000000e-01
8.700000e-04,9.066667e-02
8.800000e-04,1.138667e-01
8.900000e-04,1.280000e-01
9.000000e-04,6.293333e-02
9.100000e-04,6.746667e-02
9.200000e-04,7.680000e-02
9.300000e-04,5.813333e-02
9.400000e-04,7.680000e-02
9.500000e-04,3.973334e-02
9.600000e-04,4.426667e-02
9.700000e-04,6.293333e-02
9.800000e-04,5.360000e-02
9.900000e-04,3.040000e-02
1.000000e-03,2.106667e-02
1.010000e-03,3.040000e-02
1.020000e-03,3.040000e-02
1.030000e-03,7.200000e-03
1.040000e-03,1.173333e-02
1.050000e-03,3.040000e-02
1.060000e-03,2.106667e-02
1.070000e-03,4.906667e-02
1.080000e-03,2.560000e-02
1.090000e-03,3.493333e-02
1.100000e-03,1.173333e-02
1.110000e-03,1.653333e-02
1.120000e-03,2.560000e-02
1.130000e-03,1.653333e-02
1.140000e-03,2.400000e-03
1.150000e-03,2.560000e-02
1.160000e-03,-2.133333e-03
1.170000e-03,1.173333e-02
1.180000e-03,7.200000e-03
1.190000e-03,2.106667e-02
1.200000e-03,1.653333e-02
1.210000e-03,2.560000e-02
1.220000e-03,2.400000e-03
1.230000e-03,-3.466667e-02
1.240000e-03,-1.600000e-02
1.250000e-03,2.400000e-03
1.260000e-03,-1.146667e-02
1.270000e-03,2.400000e-03
