START: TDC 0
STOP: TDC 1
1st stop option: Off
From: -30000000000 ps
To: 30000000000 ps
START counts: 9137
STOP counts: 8798
Time intervals: 17570
Elapsed time: 30.0 s
Offset: 0 ps

Time [ps]	Counts	PDF [1/ps]
-30000000000	0	0
-29400000000	0	0
-28800000000	1	9.48587e-14
-28200000000	1	9.48587e-14
-27600000000	1	9.48587e-14
-27000000000	1	9.48587e-14
-26400000000	0	0
-25800000000	1	9.48587e-14
-25200000000	2	1.89717e-13
-24600000000	1	9.48587e-14
-24000000000	1	9.48587e-14
-23400000000	3	2.84576e-13
-22800000000	2	1.89717e-13
-22200000000	1	9.48587e-14
-21600000000	2	1.89717e-13
-21000000000	2	1.89717e-13
-20400000000	4	3.79435e-13
-19800000000	4	3.79435e-13
-19200000000	5	4.74293e-13
-18600000000	11	1.04345e-12
-18000000000	13	1.23316e-12
-17400000000	10	9.48587e-13
-16800000000	16	1.51774e-12
-16200000000	12	1.1383e-12
-15600000000	16	1.51774e-12
-15000000000	22	2.08689e-12
-14400000000	18	1.70746e-12
-13800000000	24	2.27661e-12
-13200000000	24	2.27661e-12
-12600000000	30	2.84576e-12
-12000000000	48	4.55322e-12
-11400000000	53	5.02751e-12
-10800000000	72	6.82982e-12
-10200000000	72	6.82982e-12
-9600000000	110	1.04345e-11
-9000000000	91	8.63214e-12
-8400000000	124	1.17625e-11
-7800000000	131	1.24265e-11
-7200000000	168	1.59363e-11
-6600000000	245	2.32404e-11
-6000000000	291	2.76039e-11
-5400000000	335	3.17777e-11
-4800000000	385	3.65206e-11
-4200000000	476	4.51527e-11
-3600000000	574	5.44489e-11
-3000000000	702	6.65908e-11
-2400000000	864	8.19579e-11
-1800000000	969	9.1918e-11
-1200000000	1159	1.09941e-10
-600000000	1696	1.6088e-10
0	2300	2.18175e-10
600000000	1098	1.04155e-10
1200000000	895	8.48985e-11
1800000000	710	6.73496e-11
2400000000	628	5.95712e-11
3000000000	519	4.92316e-11
3600000000	452	4.28761e-11
4200000000	356	3.37697e-11
4800000000	314	2.97856e-11
5400000000	224	2.12483e-11
6000000000	199	1.88769e-11
6600000000	182	1.72643e-11
7200000000	141	1.33751e-11
7800000000	132	1.25213e-11
8400000000	102	9.67558e-12
9000000000	70	6.64011e-12
9600000000	91	8.63214e-12
10200000000	59	5.59666e-12
10800000000	41	3.88921e-12
11400000000	55	5.21723e-12
12000000000	39	3.69949e-12
12600000000	27	2.56118e-12
13200000000	29	2.7509e-12
13800000000	22	2.08689e-12
14400000000	17	1.6126e-12
15000000000	15	1.42288e-12
15600000000	10	9.48587e-13
16200000000	5	4.74293e-13
16800000000	5	4.74293e-13
17400000000	7	6.64011e-13
18000000000	2	1.89717e-13
18600000000	4	3.79435e-13
19200000000	3	2.84576e-13
19800000000	3	2.84576e-13
20400000000	4	3.79435e-13
21000000000	1	9.48587e-14
21600000000	2	1.89717e-13
22200000000	1	9.48587e-14
22800000000	3	2.84576e-13
23400000000	1	9.48587e-14
24000000000	1	9.48587e-14
24600000000	1	9.48587e-14
25200000000	0	0
25800000000	1	9.48587e-14
26400000000	1	9.48587e-14
27000000000	1	9.48587e-14
27600000000	2	1.89717e-13
28200000000	1	9.48587e-14
28800000000	0	0
29400000000	1	9.48587e-14
