START: TDC 0
STOP: TDC 1
1st stop option: Off
From: -30000000000 ps
To: 30000000000 ps
START counts: 11967
STOP counts: 11634
Time intervals: 23254
Elapsed time: 38.8 s
Offset: 0 ps

Time [ps]	Counts	PDF [1/ps]
-30000000000	0	0
-29400000000	0	0
-28800000000	0	0
-28200000000	0	0
-27600000000	0	0
-27000000000	0	0
-26400000000	0	0
-25800000000	1	7.16723e-14
-25200000000	0	0
-24600000000	0	0
-24000000000	0	0
-23400000000	0	0
-22800000000	2	1.43345e-13
-22200000000	1	7.16723e-14
-21600000000	2	1.43345e-13
-21000000000	3	2.15017e-13
-20400000000	2	1.43345e-13
-19800000000	5	3.58361e-13
-19200000000	4	2.86689e-13
-18600000000	3	2.15017e-13
-18000000000	6	4.30034e-13
-17400000000	9	6.4505e-13
-16800000000	3	2.15017e-13
-16200000000	14	1.00341e-12
-15600000000	16	1.14676e-12
-15000000000	15	1.07508e-12
-14400000000	21	1.50512e-12
-13800000000	29	2.0785e-12
-13200000000	49	3.51194e-12
-12600000000	42	3.01023e-12
-12000000000	50	3.58361e-12
-11400000000	71	5.08873e-12
-10800000000	95	6.80886e-12
-10200000000	102	7.31057e-12
-9600000000	113	8.09897e-12
-9000000000	158	1.13242e-11
-8400000000	156	1.11809e-11
-7800000000	194	1.39044e-11
-7200000000	232	1.6628e-11
-6600000000	288	2.06416e-11
-6000000000	359	2.57303e-11
-5400000000	451	3.23242e-11
-4800000000	519	3.71979e-11
-4200000000	698	5.00272e-11
-3600000000	757	5.42559e-11
-3000000000	870	6.23549e-11
-2400000000	1142	8.18497e-11
-1800000000	1368	9.80476e-11
-1200000000	1654	1.18546e-10
-600000000	2123	1.5216e-10
0	2054	1.47215e-10
600000000	1667	1.19478e-10
1200000000	1367	9.7976e-11
1800000000	1111	7.96279e-11
2400000000	925	6.62968e-11
3000000000	798	5.71945e-11
3600000000	608	4.35767e-11
4200000000	528	3.7843e-11
4800000000	436	3.12491e-11
5400000000	391	2.80239e-11
6000000000	299	2.143e-11
6600000000	237	1.69863e-11
7200000000	179	1.28293e-11
7800000000	170	1.21843e-11
8400000000	173	1.23993e-11
9000000000	112	8.02729e-12
9600000000	102	7.31057e-12
10200000000	83	5.9488e-12
10800000000	77	5.51876e-12
11400000000	58	4.15699e-12
12000000000	48	3.44027e-12
12600000000	45	3.22525e-12
13200000000	24	1.72013e-12
13800000000	29	2.0785e-12
14400000000	19	1.36177e-12
15000000000	12	8.60067e-13
15600000000	15	1.07508e-12
16200000000	15	1.07508e-12
16800000000	4	2.86689e-13
17400000000	10	7.16723e-13
18000000000	6	4.30034e-13
18600000000	5	3.58361e-13
19200000000	3	2.15017e-13
19800000000	4	2.86689e-13
20400000000	1	7.16723e-14
21000000000	3	2.15017e-13
21600000000	0	0
22200000000	3	2.15017e-13
22800000000	1	7.16723e-14
23400000000	0	0
24000000000	1	7.16723e-14
24600000000	0	0
25200000000	2	1.43345e-13
25800000000	0	0
26400000000	1	7.16723e-14
27000000000	0	0
27600000000	0	0
28200000000	0	0
28800000000	1	7.16723e-14
29400000000	0	0
