# START: TDC 1
# STOP: TDC 0
# 1st stop option: Off
# From: -48000000000 ps
# To: 48000000000 ps
# START counts: 20288
# STOP counts: 20165
# Time intervals: 40316
# Elapsed time: 15.0 s
# Offset: 0 ps
# 
# Time [ps]	Counts	PDF [1/ps]
-1457000000	127	9.66293e-11
-1424400000	130	9.89118e-11
-1391800000	138	1.04999e-10
-1359200000	122	9.2825e-11
-1326600000	126	9.58684e-11
-1294000000	159	1.20977e-10
-1261400000	145	1.10325e-10
-1228800000	167	1.27064e-10
-1196200000	161	1.22499e-10
-1163600000	188	1.43042e-10
-1131000000	220	1.67389e-10
-1098400000	236	1.79563e-10
-1065800000	208	1.58259e-10
-1033200000	210	1.59781e-10
-1000600000	252	1.91737e-10
-968000000	252	1.91737e-10
-935400000	233	1.7728e-10
-902800000	260	1.97824e-10
-870200000	284	2.16084e-10
-837600000	288	2.19128e-10
-805000000	307	2.33584e-10
-772400000	328	2.49562e-10
-739800000	367	2.79236e-10
-707200000	332	2.52606e-10
-674600000	381	2.89888e-10
-642000000	397	3.02062e-10
-609400000	428	3.25648e-10
-576800000	392	2.98257e-10
-544200000	434	3.30213e-10
-511600000	466	3.54561e-10
-479000000	545	4.14669e-10
-446400000	528	4.01734e-10
-413800000	491	3.73582e-10
-381200000	570	4.3369e-10
-348600000	582	4.42821e-10
-316000000	594	4.51951e-10
-283400000	637	4.84668e-10
-250800000	627	4.77059e-10
-218200000	756	5.7521e-10
-185600000	723	5.50102e-10
-153000000	792	6.02601e-10
-120400000	819	6.23145e-10
-87800000	810	6.16297e-10
-55200000	907	6.901e-10
-22600000	20796	1.58229e-08
