# Time [ps]	Counts	PDF [1/ps]
0	1697	1.36338e-09
30000000	1624	1.30473e-09
60000000	1651	1.32642e-09
90000000	1590	1.27742e-09
120000000	1427	1.14646e-09
150000000	1461	1.17378e-09
180000000	1379	1.1079e-09
210000000	1272	1.02193e-09
240000000	1255	1.00828e-09
270000000	1216	9.76942e-10
300000000	1138	9.14277e-10
330000000	1113	8.94191e-10
360000000	1050	8.43577e-10
390000000	1015	8.15458e-10
420000000	946	7.60022e-10
450000000	899	7.22262e-10
480000000	889	7.14228e-10
510000000	880	7.06998e-10
540000000	785	6.30674e-10
570000000	762	6.12196e-10
600000000	781	6.2746e-10
630000000	656	5.27035e-10
660000000	662	5.31855e-10
690000000	600	4.82044e-10
720000000	612	4.91685e-10
750000000	610	4.90078e-10
780000000	573	4.60352e-10
810000000	526	4.22592e-10
840000000	544	4.37053e-10
870000000	522	4.19378e-10
900000000	493	3.96079e-10
930000000	450	3.61533e-10
960000000	460	3.69567e-10
990000000	431	3.46268e-10
1020000000	394	3.16542e-10
1050000000	376	3.02081e-10
1080000000	369	2.96457e-10
1110000000	362	2.90833e-10
1140000000	318	2.55483e-10
1170000000	325	2.61107e-10
1200000000	316	2.53876e-10
1230000000	315	2.53073e-10
1260000000	280	2.24954e-10
1290000000	255	2.04869e-10
1320000000	268	2.15313e-10
1350000000	243	1.95228e-10
1380000000	241	1.93621e-10
1410000000	253	2.03262e-10
1440000000	220	1.76749e-10
1470000000	215	1.72732e-10
1500000000	201	1.61485e-10
1530000000	205	1.64698e-10
1560000000	198	1.59074e-10
1590000000	159	1.27742e-10
1620000000	166	1.33365e-10
1650000000	163	1.30955e-10
1680000000	133	1.06853e-10
1710000000	142	1.14084e-10
1740000000	135	1.0846e-10
1770000000	153	1.22921e-10
1800000000	131	1.05246e-10
1830000000	113	9.07849e-11
1860000000	114	9.15883e-11
1890000000	116	9.31951e-11
1920000000	106	8.51611e-11
1950000000	119	9.56054e-11
1980000000	108	8.67679e-11
2010000000	119	9.56054e-11
2040000000	98	7.87338e-11
2070000000	96	7.7127e-11
2100000000	87	6.98964e-11
2130000000	78	6.26657e-11
2160000000	98	7.87338e-11
2190000000	71	5.70419e-11
2220000000	69	5.5435e-11
2250000000	53	4.25805e-11
2280000000	56	4.49908e-11
2310000000	56	4.49908e-11
2340000000	65	5.22214e-11
2370000000	56	4.49908e-11
2400000000	56	4.49908e-11
2430000000	60	4.82044e-11
2460000000	48	3.85635e-11
2490000000	48	3.85635e-11
2520000000	42	3.37431e-11
2550000000	45	3.61533e-11
2580000000	49	3.93669e-11
2610000000	50	4.01703e-11
2640000000	32	2.5709e-11
2670000000	32	2.5709e-11
2700000000	43	3.45465e-11
2730000000	33	2.65124e-11
2760000000	26	2.08886e-11
2790000000	31	2.49056e-11
2820000000	33	2.65124e-11
2850000000	26	2.08886e-11
2880000000	30	2.41022e-11
2910000000	22	1.76749e-11
2940000000	24	1.92818e-11
2970000000	30	2.41022e-11
3000000000	22	1.76749e-11
3030000000	20	1.60681e-11
3060000000	21	1.68715e-11
3090000000	16	1.28545e-11
3120000000	18	1.44613e-11
3150000000	15	1.20511e-11
3180000000	22	1.76749e-11
3210000000	22	1.76749e-11
3240000000	14	1.12477e-11
3270000000	19	1.52647e-11
3300000000	16	1.28545e-11
3330000000	16	1.28545e-11
3360000000	12	9.64088e-12
3390000000	13	1.04443e-11
3420000000	15	1.20511e-11
3450000000	11	8.83747e-12
3480000000	10	8.03406e-12
3510000000	9	7.23066e-12
3540000000	14	1.12477e-11
3570000000	10	8.03406e-12
3600000000	11	8.83747e-12
3630000000	6	4.82044e-12
3660000000	12	9.64088e-12
3690000000	11	8.83747e-12
3720000000	5	4.01703e-12
3750000000	13	1.04443e-11
3780000000	8	6.42725e-12
3810000000	7	5.62385e-12
3840000000	4	3.21363e-12
3870000000	7	5.62385e-12
3900000000	0	0
3930000000	5	4.01703e-12
3960000000	5	4.01703e-12
3990000000	5	4.01703e-12
4020000000	11	8.83747e-12
4050000000	6	4.82044e-12
4080000000	6	4.82044e-12
4110000000	4	3.21363e-12
4140000000	4	3.21363e-12
4170000000	1	8.03406e-13
4200000000	1	8.03406e-13
4230000000	6	4.82044e-12
4260000000	5	4.01703e-12
4290000000	5	4.01703e-12
4320000000	9	7.23066e-12
