# Time [ps]	Counts	PDF [1/ps]
4350000000	2	1.60681e-12
4380000000	3	2.41022e-12
4410000000	6	4.82044e-12
4440000000	7	5.62385e-12
4470000000	2	1.60681e-12
4500000000	1	8.03406e-13
4530000000	1	8.03406e-13
4560000000	4	3.21363e-12
4590000000	3	2.41022e-12
4620000000	0	0
4650000000	3	2.41022e-12
4680000000	0	0
4710000000	5	4.01703e-12
4740000000	3	2.41022e-12
4770000000	1	8.03406e-13
4800000000	0	0
4830000000	1	8.03406e-13
4860000000	1	8.03406e-13
4890000000	0	0
4920000000	3	2.41022e-12
4950000000	1	8.03406e-13
4980000000	4	3.21363e-12
5010000000	0	0
5040000000	1	8.03406e-13
5070000000	0	0
5100000000	2	1.60681e-12
5130000000	0	0
5160000000	1	8.03406e-13
5190000000	1	8.03406e-13
5220000000	0	0
5250000000	1	8.03406e-13
5280000000	4	3.21363e-12
5310000000	2	1.60681e-12
5340000000	2	1.60681e-12
5370000000	1	8.03406e-13
5400000000	0	0
5430000000	1	8.03406e-13
5460000000	1	8.03406e-13
5490000000	0	0
5520000000	2	1.60681e-12
5550000000	1	8.03406e-13
5580000000	1	8.03406e-13
5610000000	1	8.03406e-13
5640000000	1	8.03406e-13
5670000000	0	0
5700000000	0	0
5730000000	0	0
5760000000	0	0
5790000000	1	8.03406e-13
5820000000	0	0
5850000000	0	0
5880000000	0	0
5910000000	0	0
5940000000	0	0
5970000000	0	0
