# X,CH1,CH2,Start,Increment,
# Sequence,Volt,Volt,-3.000000e-01,1.000000e-04
0,-3.76e+00,-5.22e+01,
1,-3.76e+00,-5.22e+01,
2,-3.76e+00,-5.22e+01,
3,-3.76e+00,-5.22e+01,
4,-3.76e+00,-5.22e+01,
5,-3.76e+00,-5.22e+01,
6,-3.76e+00,-5.22e+01,
7,-3.76e+00,-5.22e+01,
8,-3.76e+00,-5.22e+01,
9,-3.76e+00,-5.22e+01,
10,-3.76e+00,-5.22e+01,
11,-3.76e+00,-5.22e+01,
12,-3.76e+00,-5.22e+01,
13,-3.76e+00,-5.22e+01,
14,-3.76e+00,-5.22e+01,
15,-3.76e+00,-5.22e+01,
16,-3.76e+00,-5.22e+01,
17,-3.76e+00,-5.22e+01,
18,-3.76e+00,-5.22e+01,
19,-3.76e+00,-5.22e+01,
20,-3.76e+00,-5.22e+01,
21,-3.76e+00,-5.22e+01,
22,-3.76e+00,-5.22e+01,
23,-3.76e+00,-5.22e+01,
24,-3.76e+00,-5.22e+01,
25,-3.76e+00,-5.22e+01,
26,-3.76e+00,-5.22e+01,
27,-3.76e+00,-5.22e+01,
28,-3.76e+00,-5.22e+01,
29,-3.76e+00,-5.22e+01,
30,-3.76e+00,-5.22e+01,
31,-3.76e+00,-5.22e+01,
32,-3.76e+00,-5.22e+01,
33,-3.76e+00,-5.22e+01,
34,-3.76e+00,-5.22e+01,
35,-3.76e+00,-5.22e+01,
36,-3.76e+00,-5.22e+01,
37,-3.76e+00,-5.22e+01,
38,-3.76e+00,-5.22e+01,
39,-3.76e+00,-5.22e+01,
40,-3.76e+00,-5.22e+01,
41,-3.76e+00,-5.22e+01,
42,-3.76e+00,-5.22e+01,
43,-3.76e+00,-5.22e+01,
44,-3.76e+00,-5.22e+01,
45,-3.76e+00,-5.22e+01,
46,-3.76e+00,-5.22e+01,
47,-3.76e+00,-5.22e+01,
48,-3.76e+00,-5.22e+01,
49,-3.76e+00,-5.22e+01,
50,-3.76e+00,-5.22e+01,
51,-3.76e+00,-5.22e+01,
52,-3.76e+00,-5.22e+01,
53,-3.76e+00,-5.22e+01,
54,-3.76e+00,-5.22e+01,
55,-3.76e+00,-5.22e+01,
56,-3.76e+00,-5.22e+01,
57,-3.76e+00,-5.22e+01,
58,-3.76e+00,-5.22e+01,
59,-3.76e+00,-5.22e+01,
60,-3.76e+00,-5.22e+01,
61,-3.76e+00,-5.22e+01,
62,-3.76e+00,-5.22e+01,
63,-3.76e+00,-5.22e+01,
64,-3.76e+00,-5.22e+01,
65,-3.76e+00,-5.22e+01,
66,-3.76e+00,-5.22e+01,
67,-3.76e+00,-5.22e+01,
68,-3.76e+00,-5.22e+01,
69,-3.76e+00,-5.22e+01,
70,-3.76e+00,-5.22e+01,
