0,1757
0.3,1956
0.6,1755
0.6,1724
0.6,1753
0.6,1698
0.6,1766
0.9,1135
1.2,742
1.5,4278
1.5,4286
1.5,4166
1.8,338
2.1,363
2.4,305
2.4,355
2.4,304
2.4,336
2.4,367
2.7,322
3.0,292
3.3,199
3.6,495
3.9,479
4.2,175
4.5,168
4.8,77
5.1,86
5.4,151
5.7,17
6.0,5
