300.3,2.2
251.7,2.18
200.5,2.19
175,2.22
149.8,2.28
123.6,2.24
100.9,2.24
89.1,2.24
83.4,2.23
78.5,2.2
74.5,2.22
69.6,2.11
66.8,2.17
60.4,2.02
56.1,2.01
50.2,1.93
45.3,1.78
39.8,1.66
36.6,1.48
30.7,1.33
19.7,1.11
8.1,0.33
