8.1,0.42
19,0.99
33,1.74
41.4,2.13
49.3,2.48
60.1,2.87
69.8,3.09
79.7,3.24
91.3,3.34
100.5,3.45
117.9,3.51
150.3,3.59
173.7,3.53
201.2,3.54
249.1,3.54
299.2,3.49
